Rv_ID,Gene name,Geneid/Contrast_id,is_sdr,func_tuberculist,function_sanger,redox_enzyme,function_redox_,Function,groups,COG,cog_annot,UK_score_4,u1,u2,u3,u1_tn,u2_tn
Rv0043c,Rv0043c,43.0,0.0,regulatory proteins,transcriptional regulator (GntR family),0.0,,"Transcriptional regulator, GntR family",0.0,K,Transcription ,0.0,3.775613,-1.3124273000000002,0.12406821,7.878996400000001,-2.1695189999999998
Rv0044c,Rv0044c,44.0,0.0,intermediary metabolism and respiration,possible monooxygenase,1.0,Function unknown; probably involved in cellular metabolism.,Possible oxidoreductase,0.0,C,Energy production and conversion ,2.0,2.9068615,-0.18910220000000005,-0.6604218000000001,-8.847066,1.2938694
Rv0045c,Rv0045c,45.0,0.0,lipid metabolism,possible dihydrolipoamide acetyltransferase,0.0,,Hydrolase,0.0,R,General function prediction only ,0.0,2.7385976000000003,-1.6983896,1.4455118,-8.27236,1.1868964
Rv0046c,ino1,46.0,0.0,intermediary metabolism and respiration,conserved hypothetical protein,1.0,Involved in phosphatidylinositol (PI) biosynthetic pathway [catalytic activity: D-glucose 6-phosphate = 1L-myo-inositol 1-phosphate].,Inositol-1-phosphate synthase (EC 5.5.1.4),0.0,I,Lipid transport and metabolism ,1.0,3.4485745000000003,-1.1133307,0.47861505,-8.699169,1.3690563
Rv0047c,Rv0047c,47.0,0.0,conserved hypotheticals,conserved hypothetical protein,0.0,,"Transcriptional regulator, PadR family",0.0,K,Transcription ,0.0,2.7505894,-0.7013123,0.15760554,7.9893284,-2.1078954
Rv0048c,Rv0048c,48.0,0.0,cell wall and cell processes,hypothetical protein,0.0,,Possible membrane protein,0.0,S,Function unknown ,0.0,3.4781864000000002,-1.2293222,0.6613729,-8.1074295,0.5687615
Rv0049,Rv0049,49.0,0.0,conserved hypotheticals,hypothetical protein,0.0,,,0.0,S,Function unknown ,0.0,0.982607,-0.72915286,0.16520223,8.1548815,-4.0636980000000005
Rv0050,ponA1,50.0,0.0,cell wall and cell processes,penicillin-bonding protein,0.0,,Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-),0.0,M,Cell wall/membrane/envelope biogenesis ,0.0,2.4273741,-0.033892132,1.6410592000000002,8.440497,-1.7467331999999998
Rv0051,Rv0051,51.0,0.0,cell wall and cell processes,probable membrane protein,0.0,,Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-),0.0,S,Function unknown ,0.0,1.224013,-0.26244384,0.42416963,8.157968499999999,-4.1184154
Rv0052,Rv0052,52.0,0.0,conserved hypotheticals,conserved hypothetical protein,0.0,,ThiJ/PfpI family protein,0.0,R,General function prediction only ,0.0,1.0815085,-0.39583594,-0.010224333,-7.9727836,1.2087195
Rv0053,rpsF,53.0,0.0,information pathways,30S ribosomal protein S6,0.0,,SSU ribosomal protein S6p,0.0,J,"Translation, ribosomal structure and biogenesis ",0.0,1.3986886,1.0623388,0.98054796,-7.7153068,1.0112511999999998
Rv0054,ssb,54.0,0.0,information pathways,single strand binding protein,0.0,,Single-stranded DNA-binding protein,0.0,L,"Replication, recombination and repair ",0.0,1.3535248,0.88759625,0.909143,-7.2353997,0.072552495
Rv0055,rpsR1,55.0,0.0,information pathways,30S ribosomal protein S18,0.0,,"SSU ribosomal protein S18p @ SSU ribosomal protein S18p, zinc-dependent",0.0,J,"Translation, ribosomal structure and biogenesis ",0.0,1.1756133,0.93600905,0.9258806,-8.0733795,0.890415
Rv0056,rplI,56.0,0.0,information pathways,50S ribosomal protein L9,0.0,,LSU ribosomal protein L9p,0.0,J,"Translation, ribosomal structure and biogenesis ",0.0,1.3457781,0.8694706,0.90841436,7.9980164,-1.923788
Rv0057,Rv0057,57.0,0.0,conserved hypotheticals,hypothetical protein,0.0,,,0.0,S,Function unknown ,0.0,1.6109366000000005,0.96650875,1.294166,-8.10942,1.1965116000000002
Rv0058,dnaB,58.0,0.0,information pathways,DNA helicase (contains intein),0.0,,Replicative DNA helicase (EC 3.6.1.-) @ intein-containing,0.0,L,"Replication, recombination and repair ",0.0,1.425812,0.8069841,1.0705978999999999,-7.4778600000000015,0.35810012
Rv0059,Rv0059,59.0,0.0,conserved hypotheticals,hypothetical protein,0.0,,,0.0,S,Function unknown ,0.0,1.5734559,0.76522636,1.2627808999999999,-7.919678699999999,1.4119518
Rv0060,Rv0060,60.0,0.0,conserved hypotheticals,hypothetical protein,0.0,,"ADP-ribose 1""-phosphate phophatase related protein",0.0,R,General function prediction only ,0.0,-0.12987898,-2.0870159,-0.24092157,-7.510829400000001,0.4723687
Rv0061c,Rv0061c,61.0,,,,,,,,,,,2.8316244999999998,-0.5821947,0.62204117,-8.564214999999999,1.4815142
Rv0062,celA1,62.0,0.0,intermediary metabolism and respiration,cellulase/endoglucanase,0.0,,Endoglucanase A precursor (EC 3.2.1.4),0.0,G,Carbohydrate transport and metabolism ,0.0,0.7757084,-0.75746274,0.14516258,-8.412539,1.3894728
Rv0063,Rv0063,63.0,0.0,intermediary metabolism and respiration,probable oxidoreductase,1.0,Function unknown; probably involved in cellular metabolism.,Oxidoreductase,0.0,C,Energy production and conversion ,2.0,2.4078712,-0.11851432,1.9428267,7.8699660000000025,-2.1439812000000003
Rv0064,Rv0064,64.0,0.0,cell wall and cell processes,possible membrane protein,0.0,,INTEGRAL MEMBRANE PROTEIN (Rhomboid family),0.0,S,Function unknown ,0.0,3.5668879999999996,-1.6042916,0.60212356,-7.9233270000000005,0.94402266
Rv0064A,vapB1,65.0,,,,,,,,,,,0.43085426,-0.9260527,0.11270651,11.685545,-6.088181
Rv0065,vapC1,66.0,0.0,"virulence, detoxification, adaptation",conserved hypothetical protein,0.0,,,0.0,R,General function prediction only ,0.0,0.58179396,-0.9158665000000001,0.064471394,-7.2343016,0.42593884
Rv0066c,icd2,67.0,0.0,intermediary metabolism and respiration,isocitrate dehydrogenase,1.0,Involved in the KREBS cycle [catalytic activity: isocitrate + NADP+ = 2-oxoglutarate + CO(2) + NADPH].,Isocitrate dehydrogenase [NADP] (EC 1.1.1.42); Monomeric isocitrate dehydrogenase [NADP] (EC 1.1.1.42),0.0,C,Energy production and conversion ,0.0,2.4211223,-0.68921137,1.7518556,-7.914614,0.6127949
Rv0067c,Rv0067c,68.0,0.0,regulatory proteins,transcriptional regulator (TetR/AcrR family),0.0,,"Transcriptional regulator, TetR family",0.0,K,Transcription ,0.0,2.621808,-1.0525188,-0.6278771,9.325934,-1.6496415
Rv0068,Rv0068,69.0,1.0,intermediary metabolism and respiration,probable oxidoreductase,1.0,Function unknown; probably involved in cellular metabolism.,Oxidoreductase/Short-chain dehydrogenase,1.0,IQR,,3.0,3.6545748999999996,-2.060766,0.75768435,7.9709954,-1.9620265
Rv0069c,sdaA,70.0,0.0,intermediary metabolism and respiration,L-serine dehydratase 1,0.0,,L-serine dehydratase (EC 4.3.1.17),0.0,E,Amino acid transport and metabolism ,0.0,1.0700116000000002,-0.8777649,0.55741215,-7.9467506,1.1411234
Rv0070c,glyA2,71.0,0.0,intermediary metabolism and respiration,serine hydroxymethyltransferase,0.0,,Serine hydroxymethyltransferase (EC 2.1.2.1),0.0,E,Amino acid transport and metabolism ,0.0,2.272832,1.1408348999999998,0.28869075,-8.681702,1.2475610000000001
Rv0071,Rv0071,72.0,0.0,information pathways,group II intron maturase,0.0,,Retron-type RNA-directed DNA polymerase (EC 2.7.7.49),0.0,L,"Replication, recombination and repair ",0.0,2.9368958,-1.7135644,0.15778689,-8.000771,1.0014898
Rv0072,Rv0072,73.0,0.0,cell wall and cell processes,ABC-transporter transmembrane subunit,0.0,,Glutamine-transport transmembrane protein ABC transporter,0.0,V,Defense mechanisms ,0.0,2.2694972,-0.6460294,1.7524724999999999,-8.16727,0.9826527
Rv0073,Rv0073,74.0,0.0,cell wall and cell processes,ABC-transporter ATP-binding subunit,0.0,,Glutamine-transport ATP-binding protein ABC transporter,0.0,V,Defense mechanisms ,0.0,1.6422438999999998,1.1264026000000005,1.2889636,2.3971364,-1.2174459
Rv0074,Rv0074,75.0,0.0,conserved hypotheticals,conserved hypothetical protein,0.0,,Xaa-Pro dipeptidase (EC 3.4.13.9),0.0,Q,"Secondary metabolites biosynthesis, transport and catabolism ",0.0,3.8667849999999997,-0.7759531999999999,0.15656614,-7.1746039999999995,0.5351499
Rv0075,Rv0075,76.0,0.0,intermediary metabolism and respiration,probable aminotransferase,0.0,,"Cystathionine beta-lyase, type II (EC 4.4.1.8)",0.0,E,Amino acid transport and metabolism ,0.0,2.7692087000000005,-0.1721954,1.8499387999999999,-7.484453,0.6188982
Rv0076c,Rv0076c,77.0,0.0,cell wall and cell processes,possible membranememebrane spanning protein,0.0,,PROBABLE MEMBRANE PROTEIN,0.0,S,Function unknown ,0.0,0.7518998,-1.3334305,0.11399861,14.709610000000001,4.2428327
Rv0077c,Rv0077c,78.0,0.0,intermediary metabolism and respiration,probable oxidoreductase,0.0,,Oxidoreductase,0.0,R,General function prediction only ,0.0,3.2451220000000003,-0.92431176,0.12726781,-7.405605,0.07570283
Rv0078,Rv0078,79.0,0.0,regulatory proteins,transcriptional regulator (TetR/AcrR family),0.0,,"Transcriptional regulator, TetR family",0.0,K,Transcription ,0.0,3.3500702000000007,-0.7562901,2.1097906,-8.201646,1.3015368999999999
Rv0078A,Rv0078A,80.0,0.0,conserved hypotheticals,,0.0,,,0.0,S,Function unknown ,0.0,0.8718781999999999,-0.14324306,1.8705783,10.355642999999999,-0.55612177
Rv0078B,Rv0078B,81.0,,,,,,,,,,,0.7442065999999999,-0.13119698,1.8059347,-7.6203217999999975,0.8447511999999999
Rv0079,Rv0079,82.0,0.0,conserved hypotheticals,hypothetical protein,0.0,,,0.0,J,"Translation, ribosomal structure and biogenesis ",0.0,2.0737544999999997,-4.1772656,2.6139262000000003,-8.005595,1.072902
Rv0080,Rv0080,83.0,0.0,conserved hypotheticals,hypothetical protein,1.0,Function unknown,,0.0,S,Function unknown ,4.0,2.1126082000000004,-4.074105,2.5462115,-7.8006363,0.98243254
Rv0081,Rv0081,84.0,0.0,regulatory proteins,transcriptional regulator (ArsR family),0.0,,"transcriptional regulator, ArsR family",0.0,K,Transcription ,0.0,2.1010756,-3.7649677,2.402443,-7.497733599999999,0.896784
Rv0082,Rv0082,85.0,0.0,intermediary metabolism and respiration,probable oxidoreductase subunit,1.0,Function unknown; probably involved in cellular metabolism.,Formate hydrogenlyase subunit 11,0.0,C,Energy production and conversion ,2.0,1.9594381,-0.2026574,1.3239613000000001,7.253047500000001,-3.6092782
Rv0083,Rv0083,86.0,0.0,intermediary metabolism and respiration,probable oxidoreductase subunit,1.0,Function unknown; probably involved in cellular metabolism.,Hydrogenase-4 component B (EC 1.-.-.-) / Formate hydrogenlyase subunit 3,0.0,CP,,2.0,1.8694679,-0.21104325,1.6476747999999999,-7.853825599999999,0.8800356
Rv0084,hycD,87.0,0.0,intermediary metabolism and respiration,formate hydrogenlyase subunit 4,1.0,Involved in hydrogen metabolism; FHL pathway.,Formate hydrogenlyase subunit 4,0.0,C,Energy production and conversion ,0.0,2.418231,0.37343875,1.3225121000000002,-7.498073,0.5177146
Rv0085,hycP,88.0,0.0,intermediary metabolism and respiration,putative formate hydrogen lyase hycP,0.0,,Hydrogenase-4 component E (EC 1.-.-.-),0.0,C,Energy production and conversion ,0.0,2.0380075,0.84692746,0.6617318,-7.3913645999999975,0.9057694
Rv0086,hycQ,89.0,0.0,intermediary metabolism and respiration,probable formate hydrogenlyase subunit,1.0,Possibly involved in hydrogen metabolism.,Hydrogenase-4 component F (EC 1.-.-.-),0.0,CP,,0.0,1.8224,-0.24485126,0.96976066,-2.4090533,-12.336960000000001
Rv0087,hycE,90.0,0.0,intermediary metabolism and respiration,probable formate hydrogenlyase subunit 5,1.0,Involved in hydrogen metabolism; FHL pathway.,Formate hydrogenlyase subunit 5,0.0,C,Energy production and conversion ,0.0,3.037276,0.23664290000000002,-0.20607743,-7.843808,1.067558
Rv0088,Rv0088,91.0,0.0,lipid metabolism,hypothetical protein,0.0,,,0.0,J,"Translation, ribosomal structure and biogenesis ",0.0,3.5381207000000003,-1.9696947,0.5874494,10.729094,-0.16702832
Rv0089,Rv0089,92.0,0.0,intermediary metabolism and respiration,possible bioC biotin synthesis gene,0.0,,Methyltransferase/methylase,0.0,QR,,0.0,2.1478965,-1.8363962,1.3382053,11.701985,-5.933856
Rv0090,Rv0090,93.0,0.0,cell wall and cell processes,hypothetical protein,0.0,,Possible membrane protein,0.0,EP,,0.0,2.052364,1.458169,1.1301165000000002,-7.1117729999999995,0.25138530000000003
Rv0091,mtn,94.0,0.0,intermediary metabolism and respiration,conserved hypothetical protein,0.0,,5'-methylthioadenosine nucleosidase (EC 3.2.2.16) / S-adenosylhomocysteine nucleosidase (EC 3.2.2.9),0.0,F,Nucleotide transport and metabolism ,0.0,3.0977192000000002,-0.59807026,2.4286717999999996,-7.4375496,0.65874296
Rv0092,ctpA,95.0,0.0,cell wall and cell processes,cation-transporting ATPase,0.0,,"Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)",0.0,P,Inorganic ion transport and metabolism ,0.0,2.8694446,-1.7140255000000002,1.49336,-7.634973,0.94168556
Rv0093c,Rv0093c,96.0,0.0,cell wall and cell processes,hypothetical protein,0.0,,Possible membrane protein,0.0,S,Function unknown ,0.0,3.9643252,-1.0940533000000001,0.049606595,5.360888,-2.0713534
Rv0094c,Rv0094c,97.0,0.0,insertion seqs and phages,REP-family protein,0.0,,Partial REP13E12 repeat protein,0.0,S,Function unknown ,0.0,-0.23597993,-2.2770512000000003,-0.13653270000000006,-7.4486313,1.1508193000000002
Rv0095c,Rv0095c,98.0,0.0,insertion seqs and phages,REP-family protein,0.0,,Partial REP13E12 repeat protein,0.0,S,Function unknown ,0.0,3.2357902999999997,-1.0062798000000002,0.38892633,-7.474301,0.58389646
Rv0096,PPE1,99.0,0.0,PE/PPE,PPE-family protein,0.0,,PPE family protein,0.0,S,Function unknown ,0.0,3.4494226,-0.48782805,0.72627467,-7.5233690000000015,0.7768409000000001
Rv0097,Rv0097,100.0,0.0,intermediary metabolism and respiration,conserved hypothetical protein,0.0,,Oxidoreductase,0.0,Q,"Secondary metabolites biosynthesis, transport and catabolism ",0.0,3.4613366,-0.29838577,0.92299503,9.8678875,-1.0927839
Rv0098,fcoT,101.0,0.0,lipid metabolism,hypothetical protein,0.0,,,0.0,S,Function unknown ,0.0,3.4289867999999997,-0.28210830000000003,0.9649146999999999,9.9032135,-1.0604557
Rv0099,fadD10,102.0,0.0,lipid metabolism,acyl-CoA synthase,0.0,,Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3),0.0,IQ,,0.0,3.2865582000000004,-0.09995032,1.1308987,10.425197,-1.2819296999999998
Rv0100,Rv0100,103.0,0.0,conserved hypotheticals,hypothetical protein,0.0,,,0.0,Q,"Secondary metabolites biosynthesis, transport and catabolism ",0.0,3.2144356,-0.09692268,1.0525298,10.475941,-0.49434799999999995
Rv0101,nrp,104.0,0.0,lipid metabolism,unknown non-ribosomal peptide synthase,1.0,Involved in lipid metabolism.,Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3),0.0,Q,"Secondary metabolites biosynthesis, transport and catabolism ",0.0,2.7467682,-0.29136685,1.8234379,-7.132522,0.63189733
Rv0102,Rv0102,105.0,0.0,cell wall and cell processes,membrane protein,0.0,,"Cytochrome c oxidase caa3-type, assembly factor CtaG-related protein",0.0,S,Function unknown ,0.0,3.3039432,-1.3187556999999999,2.2049396,9.9375725,-1.0109478
Rv0103c,ctpB,106.0,0.0,cell wall and cell processes,cation transport ATPase,0.0,,"Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)",0.0,P,Inorganic ion transport and metabolism ,0.0,3.1172569,-0.38807195,2.2356757999999997,5.2587004,-1.9771558999999999
Rv0104,Rv0104,107.0,0.0,conserved hypotheticals,hypothetical protein,1.0,Function unknown,,0.0,T,Signal transduction mechanisms ,3.0,2.5158641,0.2314732,0.62043035,-7.466991,0.6949549
Rv0105c,rpmB1,108.0,0.0,information pathways,50S ribosomal protein L28,0.0,,LSU ribosomal protein L28p,0.0,J,"Translation, ribosomal structure and biogenesis ",0.0,3.0564033999999998,-0.97253823,-0.32095706,-7.614031,0.8043107
Rv0106,Rv0106,109.0,0.0,conserved hypotheticals,conserved hypothetical protein,0.0,,"Putative metal chaperone, involved in Zn homeostasis, GTPase of COG0523 family",0.0,R,General function prediction only ,0.0,3.1344863999999997,-1.0517504,-0.422361,-7.2698054,0.87224793
Rv0107c,ctpI,110.0,0.0,cell wall and cell processes,probable magnesium transport ATPase,0.0,,Probable cation-transporting ATPase I (EC 3.6.3.-),0.0,P,Inorganic ion transport and metabolism ,0.0,2.4395523,-0.06850327,0.22046827,10.540202,-0.45423678
Rv0108c,Rv0108c,111.0,0.0,conserved hypotheticals,hypothetical protein,0.0,,,0.0,S,Function unknown ,0.0,0.379326,-0.02503102,1.1477084,-8.258786,1.6051512
Rv0109,PE_PGRS1,112.0,0.0,PE/PPE,PE_PGRS-family protein,0.0,,PE-PGRS FAMILY PROTEIN,0.0,S,Function unknown ,0.0,3.2350388,-0.6160161,-0.5375087,6.510599,-2.5385911
Rv0110,Rv0110,113.0,0.0,cell wall and cell processes,transmembrane protein,0.0,,FIG056164: rhomboid family serine protease,0.0,R,General function prediction only ,0.0,2.8226595000000003,0.33424553,-0.49915913,-7.1463100000000015,0.8322674000000001
Rv0111,Rv0111,114.0,0.0,intermediary metabolism and respiration,possible acyltransferase,0.0,,Transmembrane acyltransferase (EC:2.3.1.-),0.0,I,Lipid transport and metabolism ,0.0,0.6528413000000001,-0.17373346,1.5350864,-7.437233999999999,1.0253804
